Currently Insured,Number of Vehicles,Number of Drivers,Marital Status,bid,rank,click,policies_sold
N,2,2,M,10,4,FALSE,0
Y,3,2,M,10,5,FALSE,0
N,1,1,S,10,4,FALSE,0
N,3,2,S,10,5,FALSE,0
unknown,1,2,M,10,1,TRUE,0
Y,2,1,S,10,4,TRUE,0
N,3,2,S,10,4,FALSE,0
Y,2,2,S,10,5,FALSE,0
Y,3,2,S,10,3,FALSE,0
N,1,1,M,10,4,FALSE,0
Y,1,2,M,10,3,FALSE,0
Y,1,2,M,10,2,FALSE,0
N,1,2,M,10,2,FALSE,0
Y,1,1,S,10,3,FALSE,0
Y,1,1,S,10,1,TRUE,0
unknown,1,2,S,10,1,TRUE,0
unknown,1,1,M,10,3,FALSE,0
Y,1,2,S,10,3,FALSE,0
N,2,1,M,10,4,FALSE,0
Y,3,1,M,10,5,FALSE,0
unknown,1,2,S,10,3,FALSE,0
unknown,1,2,S,10,3,FALSE,0
Y,1,1,M,10,3,FALSE,0
unknown,3,2,M,10,2,TRUE,0
unknown,1,2,M,10,1,FALSE,0
N,3,1,M,10,5,FALSE,0
Y,3,1,M,10,5,FALSE,0
Y,1,1,M,10,5,FALSE,0
N,1,2,M,10,2,TRUE,0
N,3,2,M,10,4,TRUE,1
N,2,1,M,10,5,FALSE,0
unknown,3,1,M,10,2,FALSE,0
N,2,2,S,10,3,FALSE,0
Y,3,2,M,10,4,FALSE,0
Y,2,2,S,10,5,FALSE,0
N,1,1,M,10,2,FALSE,0
Y,1,2,S,10,3,FALSE,0
Y,3,1,M,10,3,FALSE,0
Y,1,1,S,10,3,FALSE,0
N,1,2,S,10,4,FALSE,0
unknown,2,2,M,10,1,FALSE,0
Y,2,2,S,10,4,FALSE,0
N,1,2,S,10,2,FALSE,0
Y,1,1,M,10,5,FALSE,0
N,1,2,M,10,2,FALSE,0
Y,3,1,S,10,3,FALSE,0
Y,2,2,S,10,4,FALSE,0
N,1,2,S,10,1,TRUE,0
Y,2,2,S,10,4,FALSE,0
unknown,1,2,M,10,1,FALSE,0
Y,2,1,S,10,5,FALSE,0
N,1,1,S,10,2,TRUE,0
N,3,2,S,10,5,FALSE,0
N,1,2,S,10,2,FALSE,0
N,1,2,M,10,3,TRUE,0
Y,1,2,M,10,3,FALSE,0
N,2,1,M,10,3,FALSE,0
unknown,2,2,S,10,2,FALSE,0
unknown,2,1,M,10,3,FALSE,0
Y,2,2,S,10,5,FALSE,0
N,3,2,S,10,4,FALSE,0
N,2,2,M,10,4,FALSE,0
unknown,1,1,S,10,3,TRUE,1
Y,1,1,S,10,1,TRUE,0
Y,1,2,M,10,3,FALSE,0
Y,2,1,M,10,5,FALSE,0
N,1,1,S,10,3,TRUE,1
unknown,3,1,S,10,2,TRUE,1
Y,2,1,S,10,5,FALSE,0
N,2,2,M,10,4,FALSE,0
N,3,2,S,10,5,FALSE,0
N,2,1,M,10,4,FALSE,0
Y,3,2,S,10,5,FALSE,0
N,1,2,M,10,3,FALSE,0
Y,2,2,M,10,5,FALSE,0
Y,2,1,M,10,5,FALSE,0
N,3,1,S,10,5,FALSE,0
unknown,3,1,S,10,4,FALSE,0
N,1,2,S,10,1,FALSE,0
Y,3,2,S,10,5,FALSE,0
unknown,1,1,M,10,1,FALSE,0
unknown,2,1,M,10,2,FALSE,0
unknown,2,1,S,10,3,FALSE,0
N,2,2,M,10,5,FALSE,0
N,2,2,M,10,4,FALSE,0
unknown,2,1,S,10,2,TRUE,1
unknown,3,1,S,10,3,TRUE,0
N,2,1,M,10,5,TRUE,0
N,3,2,M,10,5,FALSE,0
unknown,1,1,M,10,1,TRUE,1
Y,1,1,M,10,3,TRUE,0
N,3,2,M,10,5,FALSE,0
N,2,1,S,10,5,FALSE,0
Y,2,2,S,10,5,FALSE,0
unknown,2,1,M,10,3,FALSE,0
Y,3,1,S,10,5,FALSE,0
N,1,1,S,10,3,FALSE,0
unknown,3,1,M,10,3,FALSE,0
Y,1,2,S,10,1,TRUE,0
Y,2,1,S,10,5,FALSE,0
Y,1,2,S,10,4,FALSE,0
Y,1,2,S,10,2,TRUE,0
unknown,2,2,M,10,2,FALSE,0
unknown,1,2,S,10,3,TRUE,1
N,2,1,M,10,4,FALSE,0
Y,1,1,S,10,1,FALSE,0
unknown,3,1,M,10,4,FALSE,0
N,1,1,S,10,3,TRUE,0
N,3,1,S,10,5,FALSE,0
N,2,2,S,10,4,FALSE,0
N,2,2,M,10,5,FALSE,0
unknown,3,1,M,10,2,FALSE,0
N,1,2,S,10,1,TRUE,0
Y,1,1,S,10,3,FALSE,0
unknown,2,1,M,10,3,FALSE,0
Y,2,2,M,10,3,FALSE,0
Y,2,1,S,10,5,FALSE,0
Y,2,2,S,10,5,FALSE,0
unknown,1,1,M,10,1,FALSE,0
Y,2,2,S,10,4,FALSE,0
N,3,2,M,10,4,FALSE,0
unknown,2,2,M,10,3,TRUE,0
unknown,1,2,M,10,3,FALSE,0
N,2,2,S,10,3,FALSE,0
Y,2,1,M,10,4,FALSE,0
Y,2,2,S,10,4,FALSE,0
Y,3,1,S,10,5,FALSE,0
unknown,1,1,M,10,2,FALSE,0
Y,2,1,M,10,5,FALSE,0
N,3,1,M,10,4,FALSE,0
unknown,1,1,S,10,3,FALSE,0
Y,3,2,S,10,4,FALSE,0
N,2,1,M,10,3,FALSE,0
N,3,2,M,10,3,FALSE,0
Y,1,2,M,10,3,TRUE,0
unknown,3,1,M,10,2,FALSE,0
Y,2,1,M,10,4,FALSE,0
unknown,2,2,S,10,3,FALSE,0
Y,1,1,M,10,4,FALSE,0
N,3,2,S,10,5,FALSE,0
Y,1,1,M,10,4,FALSE,0
Y,3,2,S,10,5,FALSE,0
N,3,2,S,10,5,FALSE,0
unknown,2,2,S,10,3,FALSE,0
unknown,3,1,M,10,3,FALSE,0
N,1,2,S,10,3,FALSE,0
unknown,1,2,M,10,1,TRUE,0
N,3,2,S,10,4,FALSE,0
unknown,3,1,M,10,3,FALSE,0
N,3,1,S,10,3,FALSE,0
unknown,2,2,S,10,1,TRUE,0
unknown,2,2,M,10,2,FALSE,0
N,3,1,M,10,5,FALSE,0
N,2,1,M,10,3,FALSE,0
unknown,3,2,M,10,3,FALSE,0
unknown,1,1,S,10,2,FALSE,0
Y,3,2,M,10,4,FALSE,0
Y,3,2,M,10,3,FALSE,0
Y,2,1,M,10,5,FALSE,0
N,1,1,S,10,4,FALSE,0
Y,1,1,M,10,2,FALSE,0
unknown,2,2,M,10,3,FALSE,0
N,3,1,S,10,5,FALSE,0
Y,3,2,M,10,4,FALSE,0
N,2,1,S,10,5,FALSE,0
N,2,2,S,10,2,FALSE,0
Y,2,2,M,10,3,FALSE,0
unknown,1,1,S,10,2,FALSE,0
unknown,2,1,M,10,3,FALSE,0
unknown,2,1,S,10,1,TRUE,1
N,3,1,S,10,5,FALSE,0
N,2,2,M,10,5,FALSE,0
Y,2,2,M,10,4,FALSE,0
Y,3,1,S,10,5,TRUE,1
N,3,2,M,10,4,FALSE,0
Y,2,1,M,10,4,FALSE,0
unknown,1,2,S,10,2,FALSE,0
Y,2,1,M,10,4,FALSE,0
Y,2,1,S,10,5,FALSE,0
unknown,1,2,M,10,3,FALSE,0
N,2,1,S,10,3,FALSE,0
N,2,1,M,10,4,FALSE,0
unknown,1,1,S,10,1,TRUE,0
unknown,3,2,M,10,3,FALSE,0
Y,3,2,M,10,5,FALSE,0
N,2,2,M,10,4,FALSE,0
Y,2,1,M,10,4,FALSE,0
Y,2,2,S,10,5,FALSE,0
unknown,3,1,M,10,4,FALSE,0
Y,1,2,S,10,1,TRUE,0
Y,3,2,S,10,5,FALSE,0
N,1,1,M,10,4,FALSE,0
Y,2,2,M,10,5,FALSE,0
unknown,2,2,S,10,1,TRUE,1
Y,3,2,S,10,5,FALSE,0
Y,3,1,M,10,4,FALSE,0
Y,3,2,M,10,4,FALSE,0
unknown,1,2,M,10,1,TRUE,0
unknown,2,1,S,10,1,TRUE,0
unknown,2,1,M,10,2,FALSE,0
N,1,1,M,10,4,FALSE,0
N,3,1,M,10,5,FALSE,0
Y,3,1,M,10,4,TRUE,0
Y,3,2,S,10,4,FALSE,0
Y,1,2,S,10,1,FALSE,0
unknown,3,1,S,10,3,FALSE,0
N,2,1,M,10,4,FALSE,0
N,3,1,M,10,5,TRUE,0
N,3,1,S,10,3,FALSE,0
N,2,1,S,10,4,FALSE,0
N,3,2,M,10,4,FALSE,0
N,2,2,M,10,3,FALSE,0
N,1,1,S,10,2,FALSE,0
Y,1,2,S,10,3,FALSE,0
N,2,1,S,10,5,FALSE,0
Y,2,1,M,10,4,FALSE,0
N,3,1,S,10,4,TRUE,0
N,1,1,M,10,2,FALSE,0
N,2,1,S,10,5,FALSE,0
N,1,2,S,10,2,FALSE,0
Y,1,1,S,10,2,TRUE,1
Y,3,1,S,10,5,FALSE,0
N,1,1,M,10,4,FALSE,0
N,3,1,S,10,5,FALSE,0
N,3,2,S,10,4,FALSE,0
unknown,1,1,M,10,2,TRUE,0
Y,3,1,M,10,5,FALSE,0
N,1,2,M,10,3,FALSE,0
unknown,2,1,S,10,2,FALSE,0
unknown,3,2,M,10,3,FALSE,0
N,2,2,M,10,3,FALSE,0
unknown,3,1,M,10,3,FALSE,0
N,1,2,M,10,3,FALSE,0
unknown,3,1,S,10,3,FALSE,0
N,1,1,M,10,4,FALSE,0
N,2,2,M,10,5,FALSE,0
N,1,2,M,10,1,FALSE,0
N,2,1,M,10,4,FALSE,0
Y,1,1,M,10,4,FALSE,0
N,3,1,S,10,3,FALSE,0
unknown,1,2,S,10,2,TRUE,0
unknown,3,1,M,10,1,TRUE,0
Y,2,2,S,10,3,FALSE,0
N,2,2,M,10,2,FALSE,0
Y,3,1,S,10,5,FALSE,0
Y,3,2,M,10,5,FALSE,0
unknown,1,2,M,10,2,FALSE,0
Y,1,1,S,10,1,FALSE,0
N,1,1,M,10,4,FALSE,0
N,2,2,S,10,3,FALSE,0
N,3,2,M,10,5,FALSE,0
N,3,1,M,10,4,FALSE,0
unknown,1,1,S,10,1,TRUE,0
unknown,3,2,M,10,4,FALSE,0
Y,3,1,M,10,5,FALSE,0
Y,2,2,S,10,5,FALSE,0
N,1,1,M,10,4,FALSE,0
unknown,3,1,S,10,1,FALSE,0
Y,3,2,M,10,4,FALSE,0
N,1,2,S,10,1,TRUE,0
N,1,1,M,10,4,FALSE,0
unknown,3,1,S,10,4,FALSE,0
Y,2,2,S,10,3,FALSE,0
unknown,1,2,M,10,3,TRUE,1
N,1,1,S,10,4,TRUE,0
unknown,1,1,M,10,2,FALSE,0
unknown,1,1,M,10,1,FALSE,0
N,1,1,S,10,3,FALSE,0
N,2,1,S,10,4,FALSE,0
Y,3,1,M,10,5,FALSE,0
unknown,3,2,M,10,1,FALSE,0
N,2,1,M,10,5,FALSE,0
unknown,2,2,M,10,2,FALSE,0
Y,3,2,M,10,4,FALSE,0
N,3,2,S,10,5,FALSE,0
N,3,1,M,10,4,FALSE,0
N,2,2,M,10,3,FALSE,0
N,1,2,S,10,3,FALSE,0
Y,1,2,S,10,3,FALSE,0
N,1,2,M,10,2,FALSE,0
N,1,1,S,10,4,FALSE,0
N,1,1,S,10,4,FALSE,0
N,1,2,S,10,3,FALSE,0
unknown,2,1,M,10,1,FALSE,0
N,3,1,M,10,5,FALSE,0
unknown,2,2,M,10,1,FALSE,0
N,3,1,S,10,3,FALSE,0
unknown,1,2,S,10,2,FALSE,0
unknown,3,1,M,10,3,FALSE,0
Y,1,1,S,10,3,FALSE,0
N,1,2,S,10,4,FALSE,0
unknown,2,2,M,10,1,TRUE,0
N,1,2,M,10,3,FALSE,0
unknown,1,2,M,10,1,FALSE,0
unknown,1,2,M,10,1,TRUE,0
Y,2,2,S,10,3,FALSE,0
Y,3,2,S,10,3,FALSE,0
N,1,2,S,10,2,FALSE,0
N,1,2,S,10,3,FALSE,0
N,3,2,M,10,5,FALSE,0
Y,3,1,M,10,3,FALSE,0
N,1,2,S,10,4,FALSE,0
N,3,2,S,10,5,FALSE,0
Y,2,1,S,10,5,FALSE,0
Y,1,1,S,10,4,TRUE,0
unknown,2,2,M,10,1,TRUE,0
Y,2,2,S,10,5,FALSE,0
Y,3,1,S,10,3,FALSE,0
N,2,2,S,10,3,FALSE,0
Y,2,1,S,10,5,FALSE,0
unknown,3,1,M,10,4,FALSE,0
unknown,2,2,M,10,1,FALSE,0
Y,1,2,M,10,2,FALSE,0
unknown,2,1,S,10,1,FALSE,0
N,1,2,M,10,1,TRUE,0
N,2,1,S,10,5,FALSE,0
Y,1,1,S,10,3,FALSE,0
N,3,1,M,10,5,FALSE,0
unknown,2,2,M,10,2,FALSE,0
unknown,2,2,S,10,1,TRUE,0
N,1,1,S,10,3,FALSE,0
N,1,1,S,10,5,FALSE,0
Y,2,2,M,10,3,FALSE,0
Y,3,2,S,10,5,FALSE,0
unknown,2,1,M,10,3,TRUE,0
N,2,1,M,10,4,FALSE,0
N,2,2,S,10,3,FALSE,0
Y,3,2,S,10,3,FALSE,0
Y,1,2,S,10,2,FALSE,0
N,1,1,M,10,4,FALSE,0
N,3,1,S,10,3,FALSE,0
N,1,1,M,10,5,FALSE,0
Y,2,2,M,10,3,FALSE,0
N,3,2,M,10,3,TRUE,0
unknown,3,1,S,10,3,FALSE,0
Y,3,1,S,10,4,FALSE,0
Y,3,2,S,10,3,FALSE,0
N,3,2,M,10,3,FALSE,0
Y,3,1,S,10,5,FALSE,0
N,3,2,S,10,5,FALSE,0
unknown,2,1,M,10,1,TRUE,1
N,3,2,M,10,5,FALSE,0
N,3,2,S,10,3,FALSE,0
unknown,1,1,M,10,1,TRUE,0
N,3,1,S,10,5,FALSE,0
N,1,2,M,10,2,TRUE,1
unknown,1,1,S,10,1,FALSE,0
Y,2,2,S,10,5,FALSE,0
N,3,1,M,10,4,FALSE,0
Y,1,2,M,10,3,FALSE,0
Y,3,1,M,10,3,FALSE,0
N,1,1,M,10,5,FALSE,0
unknown,3,1,M,10,2,FALSE,0
N,1,1,S,10,2,TRUE,0
Y,2,1,M,10,3,FALSE,0
N,1,1,M,10,2,FALSE,0
unknown,1,1,M,10,1,FALSE,0
N,1,2,M,10,2,FALSE,0
N,3,1,M,10,4,FALSE,0
Y,3,1,M,10,5,FALSE,0
Y,2,1,M,10,5,FALSE,0
Y,2,2,S,10,3,FALSE,0
N,2,2,S,10,2,FALSE,0
N,1,1,S,10,2,FALSE,0
Y,3,1,S,10,5,FALSE,0
N,3,2,M,10,4,FALSE,0
N,2,1,M,10,5,FALSE,0
N,3,2,M,10,3,FALSE,0
Y,3,1,M,10,5,FALSE,0
unknown,2,1,S,10,1,FALSE,0
Y,3,1,S,10,5,FALSE,0
Y,2,2,M,10,5,FALSE,0
unknown,1,2,S,10,3,FALSE,0
N,2,2,M,10,4,FALSE,0
N,3,2,M,10,3,FALSE,0
N,1,1,M,10,4,FALSE,0
Y,1,2,M,10,3,TRUE,1
Y,1,2,M,10,1,FALSE,0
N,3,2,S,10,4,FALSE,0
unknown,2,2,S,10,2,TRUE,0
unknown,1,2,S,10,2,FALSE,0
Y,1,2,S,10,3,FALSE,0
unknown,1,2,S,10,2,TRUE,0
Y,2,1,M,10,5,FALSE,0
unknown,1,2,S,10,1,TRUE,1
N,1,2,S,10,4,FALSE,0
N,1,1,M,10,4,FALSE,0
Y,3,1,S,10,3,FALSE,0
Y,1,1,M,10,5,FALSE,0
unknown,2,2,M,10,2,TRUE,0
unknown,3,1,M,10,3,FALSE,0
N,1,1,S,10,3,FALSE,0
Y,1,1,S,10,2,FALSE,0
unknown,2,1,S,10,1,FALSE,0
N,3,2,M,10,4,FALSE,0
unknown,2,2,M,10,1,FALSE,0
N,1,2,S,10,2,FALSE,0
Y,3,2,S,10,5,FALSE,0
unknown,2,2,S,10,2,TRUE,1
Y,3,1,S,10,5,FALSE,0
N,3,2,S,10,5,FALSE,0
N,1,2,S,10,1,TRUE,0
Y,1,2,M,10,2,FALSE,0
unknown,1,1,M,10,1,FALSE,0
unknown,3,2,M,10,2,TRUE,0
unknown,2,1,S,10,3,FALSE,0
Y,2,1,M,10,4,TRUE,0
Y,3,1,S,10,3,FALSE,0
Y,2,1,M,10,3,TRUE,1
Y,3,1,S,10,5,FALSE,0
Y,1,1,M,10,3,FALSE,0
N,2,1,S,10,5,FALSE,0
N,2,2,S,10,5,FALSE,0
Y,3,2,S,10,3,FALSE,0
Y,3,2,S,10,5,FALSE,0
unknown,1,2,M,10,1,FALSE,0
Y,3,1,M,10,5,FALSE,0
N,1,1,M,10,5,FALSE,0
unknown,2,2,S,10,1,TRUE,0
Y,2,2,M,10,4,FALSE,0
Y,1,2,M,10,3,TRUE,0
N,2,1,M,10,5,FALSE,0
N,2,1,M,10,4,FALSE,0
Y,3,1,M,10,5,FALSE,0
unknown,1,1,S,10,1,TRUE,0
unknown,1,1,S,10,3,TRUE,0
Y,1,1,S,10,2,TRUE,0
N,1,2,S,10,1,TRUE,1
unknown,3,2,M,10,3,FALSE,0
N,2,1,S,10,5,FALSE,0
N,3,2,M,10,3,FALSE,0
N,1,1,M,10,4,FALSE,0
Y,3,2,M,10,5,FALSE,0
unknown,2,2,S,10,2,TRUE,0
Y,1,2,S,10,4,FALSE,0
Y,1,1,M,10,3,FALSE,0
unknown,1,2,M,10,3,FALSE,0
N,1,2,S,10,2,FALSE,0
N,2,1,S,10,5,FALSE,0
N,3,2,S,10,3,FALSE,0
N,1,1,S,10,2,FALSE,0
unknown,1,1,M,10,2,TRUE,0
Y,3,2,M,10,4,FALSE,0
unknown,2,2,M,10,1,FALSE,0
unknown,1,1,S,10,1,FALSE,0
N,1,2,S,10,3,FALSE,0
Y,3,1,S,10,4,FALSE,0
unknown,3,1,M,10,2,TRUE,1
Y,2,1,M,10,5,FALSE,0
Y,3,2,M,10,5,FALSE,0
N,2,1,M,10,5,FALSE,0
N,2,2,M,10,3,FALSE,0
unknown,2,2,S,10,2,FALSE,0
N,2,2,S,10,4,FALSE,0
N,3,2,M,10,5,FALSE,0
Y,3,2,S,10,4,FALSE,0
unknown,1,1,S,10,1,FALSE,0
N,3,1,S,10,4,FALSE,0
unknown,1,1,S,10,1,FALSE,0
Y,3,1,S,10,4,FALSE,0
unknown,1,1,M,10,2,TRUE,1
N,1,1,S,10,5,FALSE,0
unknown,2,1,S,10,2,FALSE,0
N,2,2,M,10,4,FALSE,0
N,1,1,M,10,3,FALSE,0
Y,3,1,S,10,5,FALSE,0
Y,3,2,S,10,5,FALSE,0
Y,3,2,S,10,5,FALSE,0
Y,3,2,S,10,4,FALSE,0
N,2,2,M,10,4,FALSE,0
unknown,2,1,M,10,1,FALSE,0
N,2,1,S,10,4,FALSE,0
unknown,1,1,M,10,3,FALSE,0
N,1,2,S,10,1,FALSE,0
N,2,2,S,10,4,FALSE,0
Y,3,2,M,10,3,TRUE,0
Y,1,2,M,10,1,FALSE,0
unknown,1,2,S,10,1,TRUE,0
unknown,1,1,S,10,1,FALSE,0
unknown,3,1,M,10,2,FALSE,0
Y,3,2,M,10,4,FALSE,0
N,3,1,M,10,4,FALSE,0
N,3,1,S,10,5,FALSE,0
N,1,1,S,10,4,FALSE,0
Y,2,2,M,10,4,FALSE,0
N,3,1,S,10,5,FALSE,0
Y,2,2,M,10,5,FALSE,0
Y,2,2,M,10,5,FALSE,0
N,1,2,M,10,3,FALSE,0
unknown,3,1,S,10,3,TRUE,1
Y,1,1,S,10,3,FALSE,0
N,2,2,S,10,3,FALSE,0
N,3,2,M,10,5,FALSE,0
Y,2,1,S,10,5,FALSE,0
unknown,3,1,M,10,1,TRUE,0
Y,3,2,M,10,5,FALSE,0
N,1,2,S,10,2,FALSE,0
N,2,1,M,10,5,FALSE,0
unknown,2,2,M,10,2,FALSE,0
unknown,2,2,M,10,1,FALSE,0
unknown,2,1,S,10,3,FALSE,0
Y,2,1,S,10,5,FALSE,0
N,3,1,M,10,4,FALSE,0
N,1,2,M,10,2,TRUE,0
N,3,1,S,10,4,FALSE,0
N,1,2,S,10,2,FALSE,0
N,1,2,S,10,3,FALSE,0
Y,3,1,M,10,4,FALSE,0
N,2,2,S,10,4,FALSE,0
Y,1,1,S,10,3,FALSE,0
N,1,1,S,10,4,FALSE,0
Y,3,1,M,10,5,FALSE,0
N,3,1,M,10,5,FALSE,0
unknown,2,2,S,10,2,TRUE,0
unknown,1,2,M,10,1,TRUE,0
unknown,1,1,S,10,3,FALSE,0
N,1,2,M,10,2,FALSE,0
unknown,1,1,M,10,2,TRUE,1
N,2,2,S,10,3,FALSE,0
unknown,1,2,M,10,1,FALSE,0
N,2,1,S,10,5,FALSE,0
Y,1,1,S,10,3,TRUE,1
Y,1,2,S,10,1,TRUE,1
unknown,2,1,M,10,3,FALSE,0
unknown,2,1,M,10,1,TRUE,0
unknown,3,1,M,10,2,FALSE,0
unknown,2,1,S,10,1,TRUE,1
Y,1,1,M,10,4,FALSE,0
N,2,1,M,10,4,FALSE,0
Y,2,2,S,10,5,FALSE,0
Y,3,2,S,10,5,FALSE,0
unknown,3,1,S,10,2,FALSE,0
Y,3,1,S,10,5,FALSE,0
unknown,1,1,M,10,1,TRUE,0
unknown,2,1,M,10,1,TRUE,1
Y,1,1,S,10,4,TRUE,1
Y,1,2,M,10,4,FALSE,0
Y,3,2,M,10,4,FALSE,0
Y,1,1,S,10,4,FALSE,0
N,3,1,S,10,4,FALSE,0
N,3,2,M,10,3,FALSE,0
unknown,1,2,M,10,3,FALSE,0
N,2,2,M,10,4,FALSE,0
N,2,1,S,10,5,FALSE,0
N,1,2,S,10,3,TRUE,1
unknown,3,1,M,10,2,TRUE,1
unknown,2,1,M,10,2,TRUE,1
N,1,1,S,10,5,FALSE,0
unknown,1,1,S,10,1,TRUE,0
Y,3,2,M,10,5,FALSE,0
unknown,3,2,M,10,2,FALSE,0
N,1,1,S,10,4,FALSE,0
Y,2,1,M,10,4,FALSE,0
Y,1,1,M,10,3,FALSE,0
unknown,2,2,M,10,1,FALSE,0
unknown,3,1,M,10,1,FALSE,0
N,1,1,M,10,5,FALSE,0
N,1,1,M,10,3,FALSE,0
unknown,1,2,S,10,1,TRUE,1
Y,3,2,S,10,5,FALSE,0
unknown,2,2,M,10,1,TRUE,0
Y,1,2,M,10,3,FALSE,0
Y,3,1,S,10,4,FALSE,0
unknown,3,1,S,10,4,FALSE,0
Y,1,1,M,10,4,FALSE,0
N,3,2,M,10,5,FALSE,0
Y,3,1,S,10,4,FALSE,0
Y,3,2,M,10,4,FALSE,0
Y,3,1,S,10,4,FALSE,0
Y,2,2,M,10,5,FALSE,0
Y,1,1,S,10,2,FALSE,0
N,3,1,S,10,5,FALSE,0
unknown,3,2,M,10,4,FALSE,0
N,1,2,M,10,4,FALSE,0
Y,1,1,S,10,2,FALSE,0
unknown,3,1,S,10,2,FALSE,0
N,3,1,M,10,4,FALSE,0
unknown,2,2,S,10,2,FALSE,0
N,2,1,M,10,4,TRUE,0
N,1,1,M,10,3,FALSE,0
unknown,1,2,M,10,3,FALSE,0
Y,3,1,S,10,5,FALSE,0
Y,3,2,S,10,4,FALSE,0
Y,1,2,M,10,1,TRUE,0
Y,2,2,M,10,5,FALSE,0
unknown,3,1,S,10,4,TRUE,0
N,1,1,M,10,2,FALSE,0
Y,1,2,M,10,1,TRUE,1
N,3,2,M,10,3,FALSE,0
N,2,2,M,10,3,FALSE,0
Y,3,1,S,10,4,FALSE,0
N,2,1,S,10,5,FALSE,0
Y,2,1,M,10,5,FALSE,0
Y,1,1,S,10,4,FALSE,0
unknown,3,1,S,10,1,FALSE,0
N,1,1,M,10,3,FALSE,0
N,2,2,S,10,5,FALSE,0
Y,1,1,S,10,2,FALSE,0
Y,1,2,S,10,4,FALSE,0
N,3,1,M,10,5,FALSE,0
unknown,2,2,S,10,1,TRUE,1
N,3,1,S,10,5,FALSE,0
Y,2,2,S,10,4,FALSE,0
N,2,2,M,10,5,FALSE,0
Y,3,1,M,10,4,FALSE,0
Y,1,1,M,10,4,FALSE,0
N,3,1,S,10,5,FALSE,0
N,2,1,S,10,5,FALSE,0
Y,2,2,M,10,4,FALSE,0
unknown,1,2,S,10,3,FALSE,0
unknown,3,1,M,10,1,TRUE,0
unknown,3,2,M,10,1,FALSE,0
Y,2,1,S,10,5,FALSE,0
Y,2,2,M,10,4,FALSE,0
unknown,2,2,S,10,1,FALSE,0
unknown,1,1,M,10,2,FALSE,0
N,3,1,S,10,4,FALSE,0
Y,2,2,M,10,5,FALSE,0
Y,2,2,S,10,5,FALSE,0
Y,3,2,S,10,5,FALSE,0
Y,2,2,S,10,4,FALSE,0
Y,1,1,M,10,4,FALSE,0
N,2,1,S,10,5,FALSE,0
N,1,2,M,10,2,FALSE,0
unknown,1,2,M,10,3,TRUE,1
Y,2,2,S,10,5,FALSE,0
unknown,2,2,S,10,1,TRUE,0
unknown,1,2,S,10,2,FALSE,0
Y,2,2,S,10,5,FALSE,0
N,1,1,S,10,5,FALSE,0
unknown,3,1,S,10,3,FALSE,0
unknown,1,2,M,10,1,FALSE,0
N,2,2,M,10,5,FALSE,0
unknown,3,1,S,10,4,FALSE,0
unknown,2,2,M,10,1,FALSE,0
unknown,2,1,M,10,3,FALSE,0
Y,3,2,S,10,5,FALSE,0
unknown,2,2,S,10,2,TRUE,0
Y,2,2,M,10,4,FALSE,0
Y,3,2,M,10,5,FALSE,0
unknown,2,2,M,10,3,FALSE,0
N,2,1,M,10,3,FALSE,0
Y,1,1,M,10,4,FALSE,0
Y,3,1,M,10,4,TRUE,0
Y,3,2,M,10,4,FALSE,0
Y,1,1,S,10,3,FALSE,0
N,1,2,S,10,2,FALSE,0
Y,3,2,S,10,4,TRUE,0
unknown,1,1,M,10,3,FALSE,0
Y,3,1,S,10,3,TRUE,1
Y,1,2,M,10,1,FALSE,0
Y,2,1,M,10,5,FALSE,0
unknown,2,1,S,10,3,FALSE,0
unknown,1,1,S,10,1,FALSE,0
Y,1,2,S,10,3,FALSE,0
Y,1,1,M,10,5,FALSE,0
Y,2,1,M,10,5,FALSE,0
Y,2,1,M,10,3,FALSE,0
unknown,1,2,M,10,1,FALSE,0
Y,2,2,M,10,4,FALSE,0
unknown,3,1,S,10,1,FALSE,0
N,3,1,S,10,5,FALSE,0
N,1,2,M,10,2,TRUE,0
Y,3,2,S,10,4,TRUE,0
Y,2,2,S,10,3,FALSE,0
N,2,1,M,10,4,FALSE,0
Y,3,1,M,10,5,FALSE,0
unknown,2,2,S,10,2,TRUE,1
N,2,1,S,10,5,FALSE,0
N,1,1,S,10,3,TRUE,1
N,1,2,M,10,2,FALSE,0
N,1,1,M,10,2,TRUE,1
N,1,1,S,10,3,FALSE,0
N,3,1,M,10,4,TRUE,0
N,2,2,S,10,2,FALSE,0
N,2,2,S,10,4,FALSE,0
unknown,3,2,M,10,3,FALSE,0
Y,3,1,M,10,5,FALSE,0
N,3,2,S,10,5,FALSE,0
Y,3,2,M,10,4,FALSE,0
unknown,1,2,S,10,2,FALSE,0
Y,1,1,S,10,3,FALSE,0
N,2,1,S,10,5,FALSE,0
unknown,1,2,M,10,1,TRUE,0
unknown,3,1,S,10,3,FALSE,0
Y,3,2,M,10,5,FALSE,0
Y,3,1,M,10,5,TRUE,0
N,1,1,S,10,2,FALSE,0
unknown,2,1,M,10,1,TRUE,1
N,2,1,M,10,4,FALSE,0
Y,1,1,M,10,3,FALSE,0
unknown,2,2,S,10,3,FALSE,0
Y,2,1,M,10,3,FALSE,0
unknown,3,1,M,10,2,TRUE,0
unknown,1,2,M,10,2,TRUE,0
unknown,1,2,M,10,2,FALSE,0
unknown,1,2,S,10,3,FALSE,0
unknown,1,2,S,10,2,FALSE,0
Y,2,2,M,10,5,FALSE,0
unknown,3,1,S,10,4,FALSE,0
